,text,
2175,@OldTigersHead did I just spy @GipsyHillBrew southpaw through the window ? And possibly @tinyrebelbrewco as well ?,
2176,"The #CyclingBargains DealFinder is now available on Android Play Store.
iPhone Version to follow soon.  Enjoy 😀
&gt;&gt;&gt;… https://t.co/3TWX6Ky0Oe",
2177,Want  to hear how @directline_uk rebuilt their relationship with their media agency? @isbasays March 8th Conf  https://t.co/saiIr5u0x3,
2178,"thank you @Miss_Apple_T for everything you have done for us this week, we will miss you!",
2179,V excited for what this year has in store,
2180,@Sheila81906140 Thank you Sheila &amp; we hope that you are well!!🐾🐾,
2181,@HopeHouseKids @gmfundraising great to be involved. Keep up the great work!,
2182,I wouldn't even expect this level of divisiveness from @LeaveEUOfficial. It's disgusting. You should be ashamed… https://t.co/vAKum6Iry7,
2183,@Jamla87 glory hunter......😉,
2184,@VintageRoofe Maxim Hernandez Roofe playing behind Wood 😍💥💥💥💥💥💥💥💥💥💥💥💥,
2185,@the_nightbus @purenift @Tfor_Trouble pics or it didn't happen.,
2186,"Glad to be back. Happy new year – read January issue online now and there’s still time to make the February edition
https://t.co/6Rlt2xcfMe",
2187,Looking to become a journalist &amp; want a taste of what it's about? We are recruiting writers. DM us if you want to join our team #MUFC,
2188,@L0Jim She talks absolute bollocks and thinks it's funny. Pathetic demonstration of what left-wing 'humour' is all about.,
2189,"￼

The E factor 25 years on: the rise of green chemistry and sustainability #circulareconomy  #catalysis #greenchem… https://t.co/cZRemDEXHL",
2190,@sophagemcmuffin I know 😭😭😭,
2191,@Karis_E_Halsall we should give each other a daily tweet reminder !,
2192,Back on the pills and powering through 😬🙂,
2193,It's because you are falling for the same type of boys. https://t.co/JY1SQ1ee9K,
2194,@dconama Make sure they take me too. I need cocktails on the beach.,
2195,"UK lags behind emerging markets in consumer attitudes to sustainability, Unilever study https://t.co/gnJ9t4t8mU via @campaignmag @BeluWater",
2196,New article! The BM online team ponder which fight in early 2017 is the most enticing ... https://t.co/LgitvfUglm,
2197,"⚡ Tegrenade At #ShowOut by @Tegrenade

https://t.co/5ic5wNBKF3

🌊🌊❄❄🔥🔥⚡⚡",
2198,One happy customer.  The necklace looked like I'd made it specially for Selina. A perfect match. Happy New Year https://t.co/l7DDtIUG71,
2199,Back to work like https://t.co/ONackvRWXy,
2200,@Jimmer84 @LewisWiltshire always a pleasure. 👍,
2201,@KatieeeeTaylor @48PercentPlus Just a thought. Brexit has happened yet.,
2202,... And so the adventure begins 🏃🏿✂️💪👗👊🏾💋 -#AbiolaD 👁 #instalove #happy #love #Entrepreneur… https://t.co/WHzkCWKMjF,
2203,Auntie love 💕 https://t.co/DURhKJzaZK,
2204,dreamed that i made a classic cheesecake for an event last night. i turned around and it had been cleared away. made me so angry i woke up.,
2205,@BMW I have been trying to contact BMW financial services but have been on hold nearly 2 hours!! What is going on?,
2206,U shady bitch 😂😂😩 https://t.co/Hz8B4Pa0aE,
2207,"@adm_windows @SpectusWindows @VistaPanelsltd @Xtremedoor1 getting back into it slowly, very slowly. But buzzing for a great 2017! You guys?",
2208,A lovely photo of birds in flight taken over Kent 🇬🇧. Photo by: luketaplin42 thanks for sharing.… https://t.co/tuSlyEstf2,
2209,Certain personal truths hit a little hard. But I am in a good mood,
2210,Thankfully Dylan and Rudy remembered they're Crayons... @ Tate Modern https://t.co/1xx0C414Rq,
2211,@BenIngram3 yeah.  That's what I thought,
2212,Over-working can lead to your staff burning out https://t.co/pc7O8Rd87A,
2213,WE ARE HIRING. Looking for a creative video producer who also knows motion graphics. Plus you get to work with me 😜… https://t.co/rJ3JnPgSwW,
2214,"Bulk prepping a range of pasta bakes to help with the new year for my fiancé and myself.
#food… https://t.co/0mFValsOMF",
2215,"Alok Sharma, the UK's Minister for Asia &amp; the Pacific, will discuss the future of UK trade post-Brexit @asiahouseuk… https://t.co/junqXwjltR",
2216,@coradelaney ps you didnt invite me to your liam hodges party but I'm coming anyway. I am going to hold you so tight.,
2217,College will not see me tomorrow,
2218,I know... https://t.co/pwMEKhPQTH,
2219,Tune. Loved this album back then. 👌🏾 https://t.co/NHLfcXWL2H,
2220,@RussellDornan Who drops a solitary tea bag? I want to see in their handbag - I bet it's like Mary Poppins.,
2221,@GeorgeAylett We can do that by promising to reform welfare so they can use it easier.,
2222,"What blog post next?

1. ABH Brow Wiz vs Soap &amp; Glory Archery Brow Pencil (dupe test)

2. ABH Brow Wiz vs ABH Dipbrow Pomade (What's better)",
2223,"⚡️ “Knives recovered by Hackney Police” by @MPSHackney

https://t.co/O48Ci0tonQ",
2224,The @kicksloveuk crew chilling round ours! #DeptfordFamily . #Deptford #home #littlenansbar… https://t.co/zM6mENs5eo,
2225,@HANSBOWER Absolutely NOPE. Amnesia only ends in crying,
2226,No one has mention Ibrahimovic goal vs England was that not a scorpion kick??,
2227,Trend Alert: 'Bradford Bulls'. More trends at https://t.co/do7Hdxwcnc #trndnl https://t.co/yAu5Zo1Dj0,
2228,I remember when Manchester was my happy place god miss them days,
2229,Nigel Farage aide could face 20 years in prison https://t.co/4uI5GjX6Ow #London,
2230,New Year resolutions to suit every type of golfer. Here are 17 for '17 - https://t.co/ZJ82qPcdUL https://t.co/zwF4pr0Bz5,
2231,"Jeremy’s ‘terrible confession’ – @Blue_Eyed_Sun MD’s video blog plan to explore cards while sending more @TheArtFile
https://t.co/6Rlt2wUEUG",
2232,Wahhh no @alexpriceactor as Sid in the new #FatherBrown on @BBCOne 😰😰😰but @MissEmerKenny is doing an awesome job as… https://t.co/GCtwYUfvwg,
2233,Nahhh! what have I done to my elbow😭,
2234,"@RezzyPenguin if u do the place showing sully is in west end, so we could go shopping/ice cream place before? but i have a dr apt at around",
2235,"We really enjoyed The Kieran Johnson Band on Sunday night, an enormous thanks guys you are outstanding #livemusic… https://t.co/q6mmS11t0A",
2236,@ComicPrintingUK @Telegraph @TelegraphNews *cancels taxi*,
2237,@memetrafficker wait how do you pronounce it ??,
2238,"Marching soldiers are cautioned to break stride on a bridge, lest they match the bridge's… https://t.co/gWocdtHSrW",
2239,@RickiKenny thank youuuu 🙌🏽,
2240,@oluwashina thank you. Wishing you all the best for 2017. 👊,
2241,That colour range 😍#chromeandblack #chromeandblacklondon #molotow #belton @ Chrome &amp; Black https://t.co/WGh4XgUPh2,
2242,Shout out to @finesse_records 👌🏻🎧 https://t.co/KKt06Ikjpg,
2243,@Chloe_Killip bum or boobs lol 🙈☺,
2244,Wickedness 😏 https://t.co/zu5wSYSMCl,
2245,@katebevan @maggiephilbin Fight you for it.,
2246,"Donald Trump represent🇺🇸s the new type of politician people have been calling for. Now, let's see if he can deliver. 🇺🇸",
2247,@verblackular why are you like this🤕,
2248,I'm at Forest Restaurant &amp; Bar On The Roof - @forest_ldn in London https://t.co/VHCeGvomOu,
2249,Philharmonia announces new managing director https://t.co/daRfSIvCX5 #ClassicalMusic https://t.co/AEZUe1TeWD,
2250,You say you want a revolution? #rebelsandrecords #PeaceAndLove https://t.co/jaP12xi5zh,
2251,"Salad of shaved and roasted cauliflower with toasted almonds, Mimolettte, pickled mushrooms and… https://t.co/1TrCZ5cmWT",
2252,Loads more travel in 2017 yessssss,
2253,This is what a happy Stage Manager looks like! #StageManager #GLOCKENSPIEL🇺🇸 #Theatre #Tech #TechDay | Info/Tkts:… https://t.co/kLrCaze4j1,
2254,".@visitlondon @TfL - Not applicable to me, anyway.

I own a Freedom Pass. Happy New Year! 👍😁",
2255,Naomi is the greatest supermodel of all time.,
2256,@hangamustapher Might you message me please?  joyce.hackel@bbc.co.uk,
2257,"Wrong date! First #OPENLAB #whitecanvas session is on Friday 13 January, not the 10th https://t.co/q9GueyOw1k",
2258,Hey gurl..... https://t.co/UmZjjWqfgS,
2259,"Got the whole climbing centre to myself today, so doing my best Cliff Hanger impersonations...… https://t.co/IzTka3aPkn",
2260,"@MikeLiggins 1. How does ""lunge"" differ from sliding-in to tackle? I have no idea - you?",
2261,@1pfor1lbs Are you eating cucumber in January too?,
2262,@Frances_Coppola Another brick?,
2263,Technology has a pivotal role to play in delivering successful health and social care integration @CapitaOne https://t.co/IhhfuFpWEH,
2264,@annieharristhtr (This isn't a Winnie the Pooh quote),
2265,@TeamHovel @BBCNews indeed! Which was your favourite?,
2266,"3 January 1970: Jerry Herman's ""Mame"" closes at the Broadway Theatre, NYC after 1508 performances: https://t.co/TXvMT1Qz3p",
2267,Happy new year! Back to work planning exciting projects @ThePlaceLondon @WardrobeTheatre @VAULTFestival @TRPlymouth &amp; more! #LightingDesign,
2268,@stylishstile @vicderbyshire @SouthernRailUK it was a pleasure and I thought you made your points most clearly,
2269,@RezzyPenguin 11? so if you come early you could stay at mine and i could come back and then we could go x,
2270,A @thesoupervan soup recipe possibility! https://t.co/UVTb6Rkz1g,
2271,Friends in dublin this will be great. https://t.co/kY1lV8ZesM,
2272,Sad state of affairs in Croydon... Pawnbrokers definitely are a mirror the world needs to stare into for perspectiv… https://t.co/Wn7us0ja9t,
2273,'Julian Draxler' just started trending with 22896 tweets. More trends at https://t.co/do7Hdxwcnc #trndnl,
2274,@EasternViolet @rabiasquared rabia's voice is like honey.,
2275,But didn't he go and cry in the dressing room after this? https://t.co/y5wtWWP8DH,
2276,"New Year, New Crop Top 😏🐻 Shop Now https://t.co/ZdzZkBkU75 #croptop #womensstyle #croptops… https://t.co/HYIBPEIbSI",
2277,"@Thefatushow 
How sad and like many African head of state, we've endured 22 years of a man not fit for office to serve as he simply stole.",
2278,@edmoustafa yeah and they still won't be funny then either 😭😂,
2279,"@joeandthejuice All good now, miserable 😫/ demanding customer now left. Staff were great  👍🏻 Thanks. Bad energy now out the door 🚪🙏🏻🙏🏻",
2280,The Best Way to Store Greens https://t.co/QdziVD02l2 #food #recipe https://t.co/425sN7ABvH,
2281,"A #Mufc fan passed away after collapsing at West Ham last night, Nobody should ever got to a match and not come hom… https://t.co/cI3gQZwL0R",
2282,"""BBC6 Music have dubbed Gizmo One to Watch in 2017"" Thanks @DemurMagazine for the kind words https://t.co/cJAZqIdTIQ #bbc #onestowatch",
2283,@purenift @the_nightbus @Tfor_Trouble somebody should post the video Tete took here.,
2284,Was gutted I brought lunch with me today when I spotted @marksandspencer two new vegan sandwiches 😩 ah well there's always tomorrow!,
2285,how peak is it when you make yourself a cuppa then it goes cold:(,
2286,Virgin please https://t.co/q9VTInjOSA,
2287,"Map your route – @TopDrawerLondon show preview available to download, and check out PaperFest seminars @GFSmith
https://t.co/6Rlt2wUEUG",
2288,Keep It Real &amp; Don't Be A Phoney &gt; Him Seh Dat Him Rolling Deep &gt; But When Him Si Di Sun ☀ Him A… https://t.co/evdM3vTzBj,
2289,@sandycann2  I was fortunate as my therapist worked with me all the way. We were a team. Was definitely #onlyus,
2290,Trump will probably give a gun to every trigger happy cunt out out there you brown nosed fucktard https://t.co/1p2D9HfZCt,
2291,"Get in touch now to see how we can increase your online presence, provide professional branded content and improve your digital marketing.",
2292,Bradford Bulls go into liquidation after years of financial struggle https://t.co/w2h4DkXzth,
2293,Margaret Jobling Brand Director of @BritishGas will be talking rebuilding client/agency trust @isbasays Conf https://t.co/saiIr5u0x3,
2294,Monese raises big $ to launch its current account across Europe @EU_Startups @MyMonese https://t.co/eiZQ4dBGkE,
2295,@HeCalls_me_L it was very fruitful 😉,
2296,@KirstyEverettB1 thanks for the follow and happy new year,
2297,"@StravaSupport hi there, any reason why my activities this week haven't synced with my weekly total? https://t.co/X3BUeJC3kv",
2298,"This dating site is hot right now. They even offer a 100% guaranteed hook up promise. It's totally free, so try it!… https://t.co/CTd99HPlpx",
2299,Gentlemen... Today is #KingOf day. Tweet @ADG_IQ details about your business before 9pm today. Good Luck!!! 💕 https://t.co/ahOnqHbhsq,
2300,Busking here on carnaby street outside of @sizeofficial ☝🏻️ stop by if you're about 💥 #TimBusking https://t.co/pOHEe6j5VY,
2301,@soulmate_elin Oh!  I may look that up then - it seems so many people love it - it MUST be good!,
2302,@SOKzBURAKApl  fame. https://t.co/hyRH6wGZaw,
2303,Gamit #ALDUBSoars2017 https://t.co/JuvRW1LE3i,
2304,This makes me happy 📖💙 #reading#harrypotter#coffee ✌🏻️ @ Sprowston Manor Marriott Hotel &amp;… https://t.co/zhx6AqnkZF,
2305,"@MikeLiggins 2. Endangering safety must mean more than ""opponent gets injured  3. Excessive force/brutality - v much judgement calls ...",
2306,@Andrewdorbie1 he's amazing to watch when he's in that kind of mood,
2307,@DavidPriceUCL A vacancy for Nigel then 😄 and his diplomatic skills should make negotiations short and leave time for drinking afterwards.,
2308,"It's ok Sunil, you are an A list celeb after all - you'll be fine. 😂 #dragonsden",
2309,"@vegan_hippo ah okay, are you open this weekend?",
2310,@_milkshakemotel you got any ❤s in particular in camdentown? :),
2311,You're getting married 🙏🏼 https://t.co/W2I9gbVLyJ,
2312,"@henrymance @jamestitcomb if a whistle falls in the forest and no one is around... oh, hang on a minute.",
2313,"Today the press office salutes @alicefspencer for packing books, circulating coverage and being generally fabulous 👏",
2314,"@WayfairUK I ordered a rug from the website, the rug would arrive on the 05 Jan. However this is not true, you now say 10 Jan. Why mislead?",
2315,"@anna03icki ahhh I love you anna!! Must see you soon, Thankyou 💋🌹xxx",
2316,@MilitantCab @SW7_Cab No challenge? Wasn't me washing my hair after getting brave son! You and Mark White share that yellow streak!,
2317,@paddypower Is that wise? Robbie Fowler will be in his element on the powder.....,
2318,#SaneNewWorld by @Rubywax is a phenomenal instruction manual for life. Can they give every baby one of these when they're born plz? Thanks.,
2319,can't wait until they change the character of Ben Mitchell https://t.co/CDf9cAO6bW,
2320,@SirBenfro team mushkie?,
2321,"@thenamelessbook QUESTIONS!
1) what model is it? 
2) is it ridiculously heavy?",
2322,"@palmtile Don't think viewing ppl as scum helps.Decent ppl of all races matter, point is,white ppl have been told we cant stand up 4R rights",
2323,StockMarketWire Market Movers - Top risers and fallers between 13:00 and 14:00 https://t.co/N2UeUwwdsC https://t.co/GJtVCdlZFY,
2324,StockMarketWire New India IT changes name https://t.co/lCM3g9YmJ3 https://t.co/GJtVCdlZFY,
2325,StockMarketWire UPDATE: Euro/Pound down -0.66% @ 0.8467 https://t.co/bZblai0jtD https://t.co/GJtVCdlZFY,
2326,StockMarketWire Director Deals - Evraz Plc (EVR) https://t.co/wR4NJCOxOR https://t.co/GJtVCdlZFY,
2327,StockMarketWire Director Deals - Evraz Plc (EVR) https://t.co/x0AINr0cA5 https://t.co/GJtVCdlZFY,
2328,StockMarketWire Director Deals - Personal Group Holdings PLC (PGH) https://t.co/MVLW4wBydI https://t.co/GJtVCdlZFY,
2329,Big transformations last year! Do you fancy a change? https://t.co/m3yARJS41U,
2330,StockMarketWire Director Deals - Personal Group Holdings PLC (PGH) https://t.co/3G7QgUmdiU https://t.co/GJtVCdlZFY,
2331,why does my location say I'm in Paddington loool the fuck,
2332,StockMarketWire Director Deals - Personal Group Holdings PLC (PGH) https://t.co/ZptkrJuPG1 https://t.co/GJtVCdlZFY,
2333,"@bellybuttongirl You sound like our kind of person, Justine 👍 Was your New Year's resolution to eat more crisps?",
2334,StockMarketWire Pageant Media acquires Hedge Fund Intelligence https://t.co/FtUFKTge6q https://t.co/GJtVCdlZFY,
2335,"Thing is, I'm kind of used to having a nap after lunch now",
2336,StockMarketWire Director Deals - Utilico Emerging Markets Ltd (UEM) https://t.co/VL39uZIbmr https://t.co/GJtVCdlZFY,
2337,"@Rose_Annie_Flo @profjamiehh @SameiHuda @DrFulli Agree, needs to focus on team itself",
2338,@Biz_Dashboards Welcome! Thanks for following!,
2339,"At the end of the day , it's between you and God ...",
2340,I'm scared of you https://t.co/Ml7ObmvjIv,
2341,"I really would like to use @Outlook email service more often, but right now the spam filter is really bad... :\",
2342,"Sprinkling of happiness – @shopPIGMENT at Top Drawer S/S17
See https://t.co/6Rlt2wUEUG",
2343,@meesely well on the one hand the food is still British but on the other there's a heated towel rack and a bathtub I can fit my whole me in,
2344,😂😂😂😂😂😂😂 the 'YOUUUUU' alone is hilarious https://t.co/lYO1jWewrS,
2345,"Wishing all of our tenants, partners, stakeholders and 'any one else who knows us' a  Happy New Year! Best wishes for 2017 from all at WFHA.",
2346,@Dimwiticus last one https://t.co/K05FMOuQsH,
2347,A GOOD British hard working Management team sacked today manager of the month contender in Nov out 3rd Jan @Charliedinburgh #kneejerk#gills,
2348,Soo who's stupid and clumsy enough to leave their passport over 100 miles away a day before going on holiday? Me. Me.,
2349,"RADA studios, model shown, readthrough done. Must be a real actress… https://t.co/5RmrjEZuM5",
2350,It's taken me 15 years to get good at veganism. Folk doing #veganuary it's okay not to be perfect. https://t.co/NoHTVahLVx  @WeAreVeganuary,
2351,"@MikeLiggins ..on which reasonable people can disagree but must mean more than that normally associated with strong, committed tackle",
2352,"Offline is the new luxury – @teNeuesUK at Top Drawer S/S17
See https://t.co/6Rlt2wUEUG",
2353,#BackToWork and busy planning our festival tour. Roll on summer! https://t.co/YINwtdMygx,
2354,Happy New Year from all of us at Fount London!! (Sorry it's a bit late 🙄) We're back open for… https://t.co/Xjdt795kHh,
2355,"WELCOME TO MILLWALL, KARL HENRY
HAVE FUN AT SHEFF UNITED, JED WALLACE",
2356,StockMarketWire UPDATE: Euro/Dollar down -0.75% @ 1.0388 https://t.co/D9f6pM8ZZI https://t.co/GJtVCdlZFY,
2357,StockMarketWire SCISYS options exercised https://t.co/jfSOqt2Pgj https://t.co/GJtVCdlZFY,
2358,"#CupcakeHour is back... Join us for an hour of baking fun, Tonight 8-9pm 🍞🍪🍰🍞🍪 https://t.co/G4o7EjdzqS",
2359,Lovely lovely stuff. https://t.co/5KJ3oauY9x,
2360,Straight from the horse's mouth. https://t.co/l4VcOFuvZK,
2361,"Let spring arrive – @ARTEBENE at Top Drawer S/S17
See https://t.co/6Rlt2wUEUG",
2362,After working nearly the whole of December and New Years I've finally got a week off 👌🏽😊,
2363,Keeping a diary and writing to yourself to clear/realign thoughts is actually a grown man thing to do.,
2364,"my dream last night was literally just me sitting at a bar drinking alone, seemed like a sneak peak of my future",
2365,"@geometric I use the new one, Princess Cut, and it is AMAZING.",
2366,"@emdarlington Great to have you back, Ellen. 2017 might be your year!",
2367,Not actually an architect but these will do... https://t.co/acld5fj3GM,
2368,2010 PBN is the reason i have sensitive feels,
2369,"*keeps searching through old vlogs from my teens*
Is it possible to get a website protected by UNESCO?",
2370,Feeling overly romantic (thanks2 #gin) so gonna watch the amazing #juliedelpy trilogy #beforesunrise #beforesunset #BeforeMidnight b2b today,
2371,We're thrilled you're joining us @EmmaEliseFloral &amp; any #bridetobe in #hampshire definitely needs to discuss her… https://t.co/AfMchEJkqf,
2372,Great New Years with great friends and wife!! Hope this new year… https://t.co/e5JWWnBLYZ,
2373,Happy New Year! We have created a 2017 event calendar to help with all your entertaining planning. Hope it helps...… https://t.co/ce0p4iyRCf,
2374,I just finished running 6.59 km in 38m:39s with #Endomondo #endorphins https://t.co/acKyUZI4yT,
2375,"⚡ Tegrenade At #ShowOut by @Tegrenade

https://t.co/5ic5wNBKF3",
2376,"Download; https://t.co/7YXZkTTL9i

or find us by searching for ""Street Basketball Shot"" in Google Play.",
2377,Kano is cold today bruhhhh,
2378,Need this in my life. #VR #gym #fitness #games https://t.co/TKLwafTo0U,
2379,English media be hyping English players😩😩 https://t.co/kViC8JMeCU,
2380,"We are closed today!
See you tomorrow...
#Clapham #Battersea @thisisclapham @claphambuzz @loveclapham @JiveBattersea @nnbattersea",
2381,How good was @ITV  new drama @TheHalcyon last night? Loved the drama!! This was filmed at my film studios @WestLondonFS last year.,
2382,"I'm at @TheGladesBrom in Bromley, Greater London https://t.co/2SNmyRQoYI",
2383,@BellshawGeorge @philhaigh_  Red? Pair of anarchists ye are. Team Red we are so,
2384,Binta does too much #ANTM,
2385,@DEANHDAVID My point is that Russian Orthodox Church puts its followers into a stupid situation with the New Year coming before Christmas.,
2386,@GlassOfBubbly @elitefridges Xxxxx All done xxxxX,
2387,"Back to Basics
Day 3 of 365
#MyDailyDevotion #StartWritingAgain @ Ealing, United Kingdom https://t.co/ZLYVvMGjP6",
2388,Hurrah! https://t.co/Cbe5zhSbwe,
2389,just had the sexiest cold shower,
2390,"https://t.co/PvHzqRFTrK

Anyone else experiencing this today? #januaryblues #firstdayback #tiredaf #bedtime",
2391,"""He ain't heavy. He's my brother."" For Nixon? He didn't take office until 20 Jan 1969 much like now w/ T Rump. https://t.co/RP4DkUF601",
2392,Soo who's stupid and clumsy enough to leave their passport over 100 miles away and only noticing 16 hours before going on holiday? Me. Me.,
2393,@meesely a huge bathtub is one of life's truest joys,
2394,4 DAYS: FAMILY ART FUN DAY AT TURF // Playing With Projections! @@turf_projects https://t.co/OCge1qUHXj #Croydon,
2395,@trudy_dolphin so true my friend 😘,
2396,"We start again on the 9th! To book, go to - https://t.co/BJH5dcteaj",
2397,"@StarRadioOnline 
Tears for fears   play Phil &amp; Phil - Easy lover or ABBA dancing queen NEIL B",
2398,@Pup_Matt we all owe @growly_dog for that amazing healthy food 😘,
2399,A fabulous walk with k_redgers to drum up the lunchtime hunger. I… https://t.co/rNQuRNL264,
2400,@Viva_Shy_Gurl look at you. So beautiful 😍,
2401,Making it possible 🙌🏽 Shorts &amp; Parenting @FFFilmmaking #LSFF2017 @akiraacer @Alexzaventaylor @manjinder_virk https://t.co/hNoUbaq0lA 📌,
2402,@KIMMYbeatbox just amaze. Chowed down on an entire selection box. 🙌🏽,
2403,2K17 University Wife Application Form Now Out! Limited Spaces Available👍🏽 https://t.co/05GcLcZtc8,
2404,"Hear Caroline Welsh, Vodafone Head of consumer brand talk agency transparency @isbasays conference book here https://t.co/saiIr5u0x3",
2405,@MikeLiggins Sorry to get all day-job and lawyerly Mike! Happy New Year to you too!,
2406,@Eldritchwonders no I'm just really fucking ecstatic about my blender and storage jars. I would buy more if I wouldn't get in trouble for it,
2407,"Celebrities stage a lot of things for the attention, they even call paparazzi and let them know where they're gonna… https://t.co/N9RplQireL",
2408,"Alas, the season must come to an end and the decorations come down. But let us cheer up your doorway #newyear https://t.co/TxfjWxBIxS",
2409,@charlesatan morning Charles! Apex is out today!,
2410,"Thoughts go out to @officialbullsrl fans, players and staff! Massive club with huge history #rugbyleague #ripbulls",
2411,I'm married and straight https://t.co/R7P6Qyv6tv,
2412,@mattcullz @scottygb would you say you are a fan of ice cream,
2413,"Luna the lab has spoken, it's time to pack up for today! #labrador https://t.co/6xHkoGIXyH",
2414,"The traveler sees what he sees, the tourist see what he has come to see. #WheresNeo #Camden… https://t.co/4wrQMYV0uw",
2415,"What a player. Good on the BMX too ⚡️ “Alan Smith is in temporary charge of Notts County and fans feel old”

https://t.co/pM2u6s9FoO",
2416,@Blakenburg8 @c0nvey what a snowflake tweet😅,
2417,@macthompson Saying two thousand and seven is OK but two thousand and seventeen is not,
2418,@nick_fildes @joefattorini @MorenoWines @milkmcr my father does a fine turn in canary yellow,
2419,On #CupcakeHour Tonight 8-9pm @chefnoelk will be giving you tips on making delicious doughnuts 💕 https://t.co/dUN6OTU9oY,
2420,Dry January then @ Banana Tree (Bayswater) https://t.co/ScWPJwpxxo,
2421,Baaaaars https://t.co/cPFFAH5dZU,
2422,Is fucking cold 😰😪,
2423,Well first day back teaching has gone very well! A great 1:2:1 and my student bought me 2 ripe… https://t.co/IzxOTZZTYL,
2424,"F E Plus have just opened an office in East London. 

We will be holding talks next week, to… https://t.co/h0YXjgJh2O",
2425,That went well. Our first #kosher wedding with @EasyGourmet @TheOldFinsbury  #koshercrockeryhire #koshercutleryhire,
2426,I'm #desperate &amp; can't believe I'm doing this. I need to raise £60 to cover my rent. Cld kind people offer a loan of maybe £10 until Jan15?,
2427,@Ratatosk4 @wossy @Visit_Richmond1 @visitlondon @ThePetersham @TheLensbury Back atya! Hope the new year is treating you well.,
2428,To infinity...&amp; beyond! Dave Saltman enjoyed an evening in the presence of physicist @ProfBrianCox &amp; @robinince:… https://t.co/YDzucZet8X,
2429,"Want to work in #London, England? View our latest opening: https://t.co/gFEdvQWepD #Job #Jobs #Hiring https://t.co/DKTElPNBaa",
2430,@EmilyThompson85 fair x,
2431,"@69quietgirl @38_degrees Just worries me there are so many extended family members,how'd it be funded?Fosterers get paid 'cos there's no tie",
2432,Sign up here https://t.co/bMbg0zuRjA to receive exclusive deals on #directmarketing #dataservices and information o… https://t.co/p7azaowwYX,
2433,Ooh gonna buy myself a new book or 2,
2434,"@V_of_Europe 1 Killed, 3 hospitalised &amp; under armed guard and Old Bill wont tell us why? 'Act of Terrorism is more likely than Benefit Fraud",
2435,"What Viva giveaways would you like to see this year?? 
#giveaways #plumbing #plumbers #competition https://t.co/3NWnsk0oh9",
2436,@Badmancooks nice avi https://t.co/1nQU3dbftR,
2437,"Hearing Arsenal have won the race to sign Hednesford Town's Cohen Bramall, the 20-year-old left-back. Will be confirmed this week #AFC",
2438,"If Trump keeps tanking US corporations with his tweets, how long before they do him like United Fruit did Guatemala in 1954?",
2439,@Hex_Pallett weird isn't it?,
2440,Stunned by this. Lots won't get how huge a story it is. All that history gone for a huge city of RL fans. So sad https://t.co/Q5prtvIkNY,
2441,@BarkingMadTinaD @HackettDriving @KoaSound you are welcome! Have you signed up &amp; added your business here too? 👍https://t.co/7Q4uMNaMn8,
2442,Have you read our latest #HolidayHomeowner eNews? We've introduced a free Water Leak Action Pack:… https://t.co/RinABS81wu,
2443,"If Trump keeps tanking US corporations with his tweets, how long before they do him like United Fruit did Guatemala in 1954?",
2444,"Not much of a shock but a massive shame to see Bradford go. They aren't the only and they won't be the last, RL is… https://t.co/672UCTYSNH",
2445,"@t_machine_org why 'noticeably broken'? I just double checked, they seem to work fine.",
2446,"@iMellaa @RizzleKicks I'm glad to hear that things are good for you, head to the Middle East and see if it's the same for others",
2447,Happy 2017! @ Harry Potter Warner Studios https://t.co/x613cTrtde,
2448,Heart burn has began ❤️🔥,
2449,@dearaunty But...majority of Tory MP's (like Labour) are pro EU so would take re-election as green light to stay in EU,
2450,"@ChloeGi73 Does your New Year's resolution involve eating more crisps, Chloe?",
2451,"@SteveFouch well done. Planning ""long"" tomorrow and ""fast"" on Friday",
2452,Fire and meat. @ temper https://t.co/oqbzNTFEyP,
2453,"Corbyn's mates clearly taking on board that ""Labour is a broad church"" message then. https://t.co/5ysf9ZYiGe",
2454,@MaslinChris Thanks! Did you know a #VirtualAssistant can save you more than just stress? #MakeAChange in 2017 for your #business with #PVA!,
2455,On #CupcakeHour Tonight 8-9pm you could win this fabulous Heather scented candle by @thecandlebarn 💕 https://t.co/irkQriQuUF,
2456,The pain of seeing how little annual leave you have left once you've booked your holidays off 🔫,
2457,@KaiWauleeyy ooo what a hater,
2458,A productive staff CPD day today; what will our journey to beyond outstanding look like? #workwithpurpose #EMPOWER,
2459,@runemma Love it!!,
2460,Go Back 🇬🇧 @ Big Ben https://t.co/bmqSFK0d4j,
2461,I do love getting my car cleaned 😍,
2462,@thatpebbles almonds are totally clean. .,
2463,😂 the state of these pie charts https://t.co/1nNCgA5AQs,
2464,@Buckleh @WStunny start 8s?,
2465,@fatnannyto18 Thanks for getting involved! 👍,
2466,Who else is counting down the days until their next break? #BackToWork #TuesdayMotivation https://t.co/DDvJHPPkAI,
2467,"aydafieldwilliams:""Ayda vs. Gym: Bring a victim to share the pain:) Everyone tag a workout buddy...#💪""
https://t.co/n7CaYj33N4",
2468,Tuesday evening is Bluegrass !!! Some chilled foot tapping music to bring new year in with ease #music #bluegrass #tunes #live #chiswick,
2469,Does this means she knows all about my sexy kinks? https://t.co/gHpvzd2p13,
2470,"Come on, PLP ""moderates""- Put your money where your mouth is &amp; put up pro-Corbyn candidate in #CopelandByElection. Or are you still chicken?",
2471,@PlainOlCamm everyday is not a fight.,
2472,Last chance to get your @MuggleNet fandom calendar for 2017! @Indiegogo #PotterItForward https://t.co/dxMLXp6HXv,
